update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,3533.5071135510825,0,0.0,0.0,0,0,0.0,0.0,0,0,1.9304780215024948,-0.1167769730091095,-0.019576424499973655,0.0009385826851939783,0.035962029779162165,0.0,0.0,0,0
